,sentiment
17754,1
20620,2
22784,1
20429,1
5031,2
20420,2
22776,1
16858,2
7786,2
20501,2
22011,2
3099,1
3066,1
14175,1
6976,2
14628,2
24781,2
10098,2
17096,1
13548,2
11658,2
13250,1
24038,1
21255,1
9489,2
4006,2
19927,2
10975,1
940,2
18598,2
15894,2
23158,2
18175,1
9189,2
15145,1
19695,2
16383,2
13450,2
4659,1
20698,2
18355,2
19653,1
4463,2
8574,1
3002,1
11880,1
15403,1
3379,1
16607,1
13590,2
14707,2
14019,1
15003,1
11853,1
8324,2
6379,1
7036,2
23606,1
8322,1
12419,1
12823,2
22033,1
14790,1
14602,2
5615,2
10834,2
730,2
24666,2
2537,1
18420,1
17209,2
22437,1
21916,2
14588,1
6537,1
12276,1
7202,1
8381,1
6120,1
11409,2
13583,2
23020,1
6377,1
470,1
5401,2
3799,2
11920,2
24322,1
2032,2
21477,2
2954,1
5124,2
1589,1
21627,1
7949,1
14881,1
3145,2
9548,1
24156,1
12069,1
24269,1
12166,2
2594,2
17703,1
13272,2
10743,2
22128,2
13338,1
16940,1
12788,1
14989,1
7240,2
6540,2
23603,2
12066,2
12970,1
24568,1
13137,2
17833,1
14961,1
4004,2
19025,1
11810,2
5055,2
361,2
4612,2
19801,1
17909,2
13389,1
1816,2
17315,1
24510,1
9973,2
19631,1
5390,1
23777,1
2960,1
8321,1
7422,1
19310,2
7152,1
15832,2
14379,2
5458,2
20992,1
2518,1
14370,1
8232,2
21909,2
6121,2
21482,2
15129,1
10799,1
15345,1
22191,2
6708,2
16697,1
19283,1
12563,1
514,1
11787,1
9705,1
474,2
21031,2
17872,2
7532,1
7851,1
4959,2
17450,1
9224,2
14855,2
22956,2
17704,1
19453,2
19257,1
6170,1
2214,2
8260,2
7121,1
7603,2
5271,2
4023,1
19800,2
6627,2
9590,2
4495,1
17533,1
9086,2
11573,1
14538,2
13331,1
6847,1
2348,1
24512,2
11058,2
12671,2
19366,2
4108,1
17216,1
9963,2
9852,2
10921,2
21904,1
4250,1
8031,1
20439,1
16599,2
13317,2
23268,1
7698,2
15925,2
22941,2
20293,1
758,1
22165,2
11537,1
5721,2
20233,1
21989,1
12373,1
13386,2
23658,2
4988,2
14933,1
3952,2
24591,2
2641,1
5158,1
3589,2
12873,1
8702,2
22398,2
18324,2
50,1
10766,2
11377,1
810,1
6956,2
22876,1
10325,1
17434,1
15163,1
11650,2
9806,2
1665,2
7317,2
4334,2
6724,2
16548,1
16718,1
21007,1
1476,1
4952,1
5897,1
2030,1
3039,1
21164,1
4524,1
9054,1
10594,1
16536,2
6652,1
22915,1
10636,2
15602,2
22267,1
3558,1
4938,2
15162,1
6597,2
13523,2
385,1
1577,2
12168,1
9326,1
18720,1
5548,1
15867,2
12023,2
6932,1
483,2
20723,2
23014,1
13462,2
3105,1
23474,2
13005,1
22916,1
18465,1
13622,1
17514,2
12588,2
17102,2
12203,2
16559,1
23118,1
9983,1
6672,2
6265,2
3843,1
5248,2
12845,1
22901,1
16802,2
5840,2
10568,1
12363,1
11507,1
888,1
2120,2
12343,2
15077,2
3594,1
6581,2
10345,1
11326,1
8301,2
17875,2
19074,1
22594,2
607,2
3720,1
14647,2
2021,1
7991,1
7110,2
18838,1
8825,2
20487,1
879,1
3896,2
23769,1
17295,2
5630,1
13303,2
6599,1
7724,2
20716,1
21851,1
20924,2
22097,1
4998,2
18168,2
5832,1
19682,2
11254,2
5809,2
2868,1
18485,2
8330,1
916,1
6663,1
11946,1
22756,1
1573,1
4603,2
13653,2
11546,1
10271,1
5780,2
22777,1
19939,2
17123,2
14816,1
18721,1
21736,2
15294,2
23571,2
10421,2
19057,2
11226,2
21897,1
17435,2
5469,1
22542,2
17609,1
21914,2
10429,2
21564,1
17372,1
24487,2
19933,2
12242,2
8809,1
11155,2
7158,2
3256,1
9435,1
23391,2
10940,2
13851,1
10838,1
7602,1
9718,2
12031,1
7533,2
23172,2
15697,1
19188,1
19089,2
12209,2
10422,1
11550,1
7801,2
19289,1
3196,1
542,1
21314,1
10815,1
15173,1
11177,1
11144,2
14552,2
22894,1
7018,2
5259,1
18459,1
17984,1
24566,1
12256,1
15258,1
19396,1
19651,2
7082,2
3552,2
20726,1
10570,1
2845,2
17356,2
1477,1
188,2
10281,2
17918,1
12702,1
17359,1
6530,2
4709,2
16447,1
19687,1
16006,2
1708,2
15535,1
22931,1
24526,2
6978,2
13986,2
15330,2
18816,1
7006,1
21358,2
19043,1
17036,1
13818,1
18713,2
2681,2
10960,2
2253,2
22602,1
23576,2
7468,2
24078,1
7116,2
14361,1
8209,1
20983,1
8548,2
12619,1
18026,1
18819,1
17853,2
1644,2
6623,2
17841,1
4067,1
14156,2
5526,2
5985,2
14874,2
2156,1
15655,1
24275,1
1019,2
19525,1
23598,2
14081,1
20383,2
247,1
12687,1
1190,1
21188,2
1206,1
19807,1
24792,2
10012,2
21093,1
95,2
20642,1
18344,1
2752,1
7909,2
20180,2
7783,1
8818,1
4905,2
17121,2
14642,1
2521,1
2770,2
2929,2
11941,1
15783,1
10440,2
11636,1
1384,1
11316,2
12424,1
21136,1
1189,2
24663,2
11633,2
6743,1
13473,1
10989,1
7550,2
6153,1
18973,1
13632,2
615,1
19697,2
7648,1
2044,1
12231,1
10556,1
20957,2
17298,1
12445,2
21704,2
7403,1
6324,1
22822,1
19274,2
10061,1
24104,2
13959,2
14118,1
11837,1
10930,1
21324,1
3769,1
16651,1
18176,1
4916,2
18977,1
12995,2
15288,2
23171,2
5951,2
11957,1
1783,2
5535,1
4626,1
1827,2
11611,2
16561,2
533,1
10532,1
17871,2
13592,1
4252,2
8314,2
22402,2
15755,1
18860,1
7723,1
10343,2
20017,1
6498,2
8054,2
22254,1
4641,1
6226,2
17140,1
954,1
13879,2
21378,1
5579,2
930,1
22353,2
8136,1
20679,1
15143,1
17537,1
147,2
18312,1
3596,2
1250,1
979,2
2534,1
21534,1
9960,2
22326,1
22641,1
3150,2
5678,2
20888,1
5712,2
21398,2
16947,2
11925,1
17466,1
22782,1
7553,2
3305,2
18046,2
3232,2
5257,2
23894,1
16313,1
22522,2
6216,2
9540,1
6351,1
3785,2
146,2
15560,2
21409,2
4797,2
3090,1
19892,1
6014,1
3464,2
18906,2
8407,1
22049,2
13799,2
6903,2
4418,2
7339,1
21977,2
9209,2
21681,1
3246,1
19792,2
15285,1
2440,2
12595,2
4953,2
9959,1
21917,1
21465,2
20777,1
3897,1
9208,2
9157,1
13352,1
16029,1
15290,1
18546,1
18608,2
12418,2
13537,2
2862,1
7510,2
2310,2
11591,2
13518,1
24181,2
15048,1
1747,2
12561,2
15349,2
898,2
4837,1
6750,1
4245,1
5067,2
19935,1
14015,1
10418,2
11526,2
5286,2
23355,2
14910,1
11015,2
4265,1
18986,2
9572,1
8274,2
19601,2
16277,1
5061,2
10122,1
12499,1
2147,1
19723,1
9342,2
18036,1
6550,2
12638,1
18305,2
2713,2
8431,1
8843,2
6410,1
20480,1
16754,2
393,1
24256,2
13923,2
23837,2
20694,1
1746,2
4071,2
2178,1
402,2
1518,1
10671,1
18442,1
5369,1
15272,1
9141,1
10970,2
23605,1
16224,1
9961,1
1956,2
1132,1
5490,1
2508,1
14409,2
14351,1
22741,1
9974,1
2548,1
13819,2
20711,2
241,2
12127,2
7321,2
4376,1
13509,2
22718,1
24597,1
12574,2
20344,1
11780,2
18134,1
12852,1
22408,2
59,2
15393,2
19555,1
5904,2
11384,2
12903,2
13776,2
16271,1
15676,2
15689,1
7210,1
9195,2
4269,2
15385,1
4352,1
3848,2
24524,2
4584,1
16257,2
7187,2
4391,2
14952,1
2917,1
16141,2
6767,1
24713,1
877,2
20827,1
5911,1
16238,1
1207,2
4135,2
16907,1
2306,1
15122,2
24044,1
1527,2
13783,2
17619,2
8797,2
9290,2
21130,2
18510,1
14859,1
18855,2
4596,2
21229,1
24145,1
11303,2
7939,1
7010,2
1394,2
1516,1
19019,2
6360,1
19111,1
15276,1
14679,2
7357,1
23443,1
517,2
2126,2
20483,2
13284,1
17046,1
20521,1
23643,2
23127,2
22724,2
1620,2
16441,2
23179,2
23695,1
14122,1
11974,1
23341,1
13365,1
13967,1
21725,2
15420,2
16323,2
11497,1
16970,2
16744,2
851,2
4216,1
9276,1
6770,2
13406,1
23039,2
4867,1
5123,1
6462,1
9926,1
11708,1
23967,2
5702,2
3428,1
20309,1
13067,2
7966,1
17981,1
17322,2
13825,1
892,1
3314,1
4329,2
2973,1
21435,1
685,1
14299,2
23534,2
20195,2
21979,2
8793,2
12425,1
11576,2
15940,1
22316,1
16714,1
22900,2
19001,2
20802,2
23098,1
10363,2
12614,1
14204,2
11395,2
4933,2
9061,2
21862,2
14227,2
6690,1
9924,1
9650,2
2141,1
5760,1
2321,1
23141,2
21676,2
6219,1
19905,1
21923,2
17902,2
13683,1
4237,2
13671,1
17040,2
22856,2
8102,1
10868,2
551,1
22227,2
11949,2
1254,1
2451,1
19514,2
19284,2
12940,1
1511,1
9144,2
4893,1
16980,1
17513,1
23631,1
12809,2
20230,1
18256,2
11385,2
23693,2
4770,1
13497,1
15046,1
12936,2
20073,1
21300,2
11430,2
18447,2
6553,2
21422,1
10372,2
5935,2
15730,1
1807,2
19206,1
15263,1
21008,1
17001,1
9267,2
20677,1
3943,2
16914,1
10878,2
10787,2
2921,2
2353,1
7931,2
18808,2
10584,1
18468,2
20967,2
16687,2
20376,2
12481,2
3067,2
21733,2
12967,2
24098,1
17075,1
3541,2
20824,2
14380,1
4734,1
20801,2
11932,1
19080,2
14567,1
18032,1
1520,2
17589,2
4027,2
18170,1
15606,2
2741,1
13907,2
23161,1
18179,1
5090,1
22805,1
22973,2
6217,1
18365,1
3577,1
15153,2
167,1
7540,2
2531,1
5876,2
18886,1
8334,2
10118,1
15418,2
11766,1
19084,1
18233,2
17652,1
3829,2
4934,1
19510,1
294,2
9036,2
19092,2
12451,2
23782,1
12706,2
19457,1
1344,2
21701,2
21172,1
16513,1
4504,2
2064,1
4469,2
21210,1
22354,2
23833,1
12117,2
18100,2
